collage_name,city,state,level,colllage_type,basic,student_count,awards_per_100_value,awards_per_state_value,spent_award_value,spent_award_state_value,exp_award_percentile,fulltime_student_per,fulltime_student,med_sat_value,med_sat_percentile,aid_value,aid_percentile,endow_value,endow_percentile,on_time_graduate,on_time_graduate_percentile,late_graduate,late_graduate_percentile,pell_value,pell_percentile,retain_value,retain_percentile,ft_fac_value,ft_fac_percentile,vsa_year,vsa_grad_after4_first,vsa_grad_elsewhere_after4_first,vsa_enroll_after4_first,vsa_enroll_elsewhere_after4_first,vsa_grad_after6_first,vsa_grad_elsewhere_after6_first,vsa_enroll_after6_first,vsa_enroll_elsewhere_after6_first,vsa_grad_after4_transfer,vsa_grad_elsewhere_after4_transfer,vsa_enroll_after4_transfer,vsa_enroll_elsewhere_after4_transfer,vsa_grad_after6_transfer,vsa_grad_elsewhere_after6_transfer,vsa_enroll_after6_transfer,vsa_enroll_elsewhere_after6_transfer,state_sector_ct,percentage
Brunswick Community College,Bolivia,North Carolina,2-year,Public,Associates--Public Rural-serving Small,1809,20.9,14.8,43329,37924,59,51.5,1227,,,3948,50,238,24,7.9,41,23.7,62,42.1,50,63.2,75,15.6,4,,,,,,,,,,,,,,,,,,59,23.1
Cabarrus College of Health Sciences,Concord,North Carolina,4-year,Private not-for-profit,Other health professions schools,451,43.3,21.4,20030,148420,3,37.5,356,998,28,4437,6,4632,16,,,,,36.3,48,,,43.8,38,,,,,,,,,,,,,,,,,,43,25.7
Caldwell Community College and Technical Institute,Hudson,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,3933,19.8,14.8,38252,37924,47,40.3,3636,,,4439,66,84,9,8,42,20.3,51,48.9,68,51.1,21,36,60,,,,,,,,,,,,,,,,,,59,20.4
Campbell University,Buies Creek,North Carolina,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,4465,21.6,21.4,66735,148420,38,79.2,4484,1030,39,31746,97,20894,55,39.2,44,48.9,39,36.9,49,79.9,63,45.2,40,,,,,,,,,,,,,,,,,,43,64.4
Cape Fear Community College,Wilmington,North Carolina,2-year,Public,Associates--Public Rural-serving Large,9246,15.3,14.8,35139,37924,40,48.7,8372,,,5946,91,521,40,10.5,55,14.1,26,45.7,60,58.3,52,39.2,68,,,,,,,,,,,,,,,,,,59,35.6
Carteret Community College,Morehead City,North Carolina,2-year,Public,Associates--Public Rural-serving Small,1524,21.6,14.8,36095,37924,43,42.1,1431,,,4849,77,979,57,8.1,43,16.1,34,78.2,98,54.2,33,71.8,96,,,,,,,,,,,,,,,,,,59,34.5
Catawba College,Salisbury,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,1298,23.1,21.4,88825,148420,59,93.2,1176,985,24,15787,61,40089,72,41,47,52.6,45,43,62,70,35,100,95,,,,,,,,,,,,,,,,,,43,70.9
Catawba Valley Community College,Hickory,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,4561,16.4,14.8,39001,37924,49,39,3785,,,4890,79,,,20.7,85,20.7,52,43.3,54,69.8,90,37,62,,,,,,,,,,,,,,,,,,59,18.5
South College (N.C.),Asheville,North Carolina,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,256,29.6,19.5,82647,58286,85,89.1,265,,,4523,57,,,,,,,54.2,19,100,91,43.1,87,,,,,,,,,,,,,,,,,,12,31.2
Central Carolina Community College,Sanford,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,4728,18.5,14.8,33090,37924,35,46.7,3675,,,4710,74,854,54,11.1,58,19.5,47,43.3,54,56.3,44,28.6,37,,,,,,,,,,,,,,,,,,59,17.7
Central Piedmont Community College,Charlotte,North Carolina,2-year,Public,Associates--Public Urban-serving Multicampus,20198,11,14.8,54134,37924,78,35.4,15889,,,4649,72,,,4,15,11.6,15,41.2,48,55.7,41,30.4,43,,,,,,,,,,,,,,,,,,59,24.5
Chowan University,Murfreesboro,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,1361,10.8,21.4,119588,148420,79,94.4,1261,777,1,13114,45,18888,52,14.8,7,24.4,6,67.1,90,48.2,4,57.8,57,,,,,,,,,,,,,,,,,,43,78.7
Cleveland Community College,Shelby,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,3371,12.2,14.8,38683,37924,48,34.9,2541,,,4059,54,245,25,15.1,72,23.4,61,50.7,71,49.1,16,12.4,1,,,,,,,,,,,,,,,,,,59,24.4
Coastal Carolina Community College,Jacksonville,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,4433,16.8,14.8,22279,37924,11,50.3,4502,,,3681,38,682,47,15.8,74,24.5,65,49.7,70,58.7,54,29,38,,,,,,,,,,,,,,,,,,59,24.6
Craven Community College,New Bern,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,3376,18,14.8,39457,37924,51,41.8,2712,,,3007,17,652,46,4.2,17,12.4,18,43.9,55,60.9,66,24,22,,,,,,,,,,,,,,,,,,59,16.8
Davidson County Community College,Thomasville,North Carolina,2-year,Public,Associates--Public Suburban-serving Single Campus,4073,18.4,14.8,25896,37924,18,48.6,3581,,,4849,77,2623,83,15.8,74,26.1,71,83.9,100,62.9,73,26.9,32,,,,,,,,,,,,,,,,,,59,41.2
Davidson College,Davidson,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,1788,23.8,21.4,182453,148420,92,100,1932,1353,94,30810,96,292976,95,89.9,99,92.5,97,13.1,3,95.7,95,93.5,93,,,,,,,,,,,,,,,,,,43,100
Duke University,Durham,North Carolina,4-year,Private not-for-profit,Research Universities--very high research activity,6646,20.8,21.4,269604,148420,97,99.7,8241,1444,98,37510,99,364661,97,87.1,97,94.2,98,13.7,4,97.2,97,94.3,94,,,,,,,,,,,,,,,,,,43,100
Durham Technical Community College,Durham,North Carolina,2-year,Public,Associates--Public Urban-serving Single Campus,5605,13.5,14.8,31737,37924,33,28.9,3515,,,6717,95,,,7.1,37,11.6,15,43.1,53,50.4,19,20.7,13,,,,,,,,,,,,,,,,,,59,10.2
East Carolina University,Greenville,North Carolina,4-year,Public,Doctoral/Research Universities,21508,20,21.1,65672,74454,63,86,20348,1050,59,7624,79,5852,61,30.8,70,56.3,72,32.1,30,80.9,72,82.3,88,2010,29.2,4.7,36.8,17,52.9,12.5,5.7,9.3,57.9,5.3,14.3,7.1,64.2,6.8,3.6,5.3,16,70.7
Edgecombe Community College,Tarboro,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,2808,14.6,14.8,49190,37924,71,50,2058,,,5431,87,,,5.8,30,11.9,15,65.2,93,42.2,5,48.1,82,,,,,,,,,,,,,,,,,,59,20.6
Elizabeth City State University,Elizabeth City,North Carolina,4-year,Public,Baccalaureate Colleges--Diverse Fields,2336,14.9,21.1,106968,74454,91,91.9,2727,849,3,7303,74,1815,23,21.5,49,41.6,38,70.3,97,72.5,45,97.2,99,2010,20.8,1.9,36.9,16.1,44.5,5.4,8.9,12.8,44.9,7.7,20.9,6.1,55.1,9.2,6.6,6.1,16,73.3
Elon University,Elon,North Carolina,4-year,Private not-for-profit,Masters Colleges and Universities--smaller programs,5599,22.4,21.4,104516,148420,71,97.6,5205,1200,84,11740,38,27116,62,76.7,91,81.6,89,9.1,0,89.9,87,70.1,73,,,,,,,,,,,,,,,,,,43,93.8
Fayetteville Technical Community College,Fayetteville,North Carolina,2-year,Public,Associates--Public Rural-serving Large,12398,10.8,14.8,36653,37924,44,41.3,10114,,,4879,78,4,0,3.2,10,7.2,3,59.1,87,51.6,23,41.1,70,,,,,,,,,,,,,,,,,,59,19.4
Fayetteville State University,Fayetteville,North Carolina,4-year,Public,Masters Colleges and Universities--medium programs,5410,19.9,21.1,63725,74454,60,73.4,4714,851,3,5406,36,3374,41,12,19,32.2,20,58.7,92,71.3,41,80.8,86,2010,11.5,0.9,43.7,15.5,34,5.2,11.8,12.3,46.6,2.1,18.6,7.6,54.5,3.1,5.9,6.9,16,46.8
Forsyth Technical Community College,Winston Salem,North Carolina,2-year,Public,Associates--Public Urban-serving Single Campus,9528,13.3,14.8,39916,37924,52,46.3,7190,,,7063,97,163,15,11.3,59,14.3,26,50.7,71,57.3,48,24,22,,,,,,,,,,,,,,,,,,59,38.6
Gardner-Webb University,Boiling Springs,North Carolina,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,2587,26.5,21.4,37606,148420,10,80.7,2546,1018,35,12312,41,13056,41,42.8,50,54.9,49,23.7,21,71.8,40,40.5,32,,,,,,,,,,,,,,,,,,43,82.5
Gaston College,Dallas,North Carolina,2-year,Public,Associates--Public Suburban-serving Single Campus,5977,17.3,14.8,35706,37924,41,35.1,4385,,,3837,45,1175,62,22.2,87,24.1,64,46.6,63,62.9,73,54,89,,,,,,,,,,,,,,,,,,59,21.4
Greensboro College,Greensboro,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,974,19.9,21.4,65857,148420,37,79.2,951,891,6,18992,75,19158,52,14.6,7,30.6,10,40.4,57,60.4,16,28.2,16,,,,,,,,,,,,,,,,,,43,63.3
Guilford College,Greensboro,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,2302,20.9,21.4,72898,148420,45,83.8,2211,1067,54,12922,44,34506,68,49,60,56.8,53,49.9,76,71.8,40,62.4,64,,,,,,,,,,,,,,,,,,43,49.8
Guilford Technical Community College,Jamestown,North Carolina,2-year,Public,Associates--Public Suburban-serving Multicampus,13656,16.8,14.8,40040,37924,52,50,13068,,,7770,99,241,24,3.7,13,9.6,9,63.7,92,49.3,16,74.8,96,,,,,,,,,,,,,,,,,,59,51.8
Halifax Community College,Weldon,North Carolina,2-year,Public,Associates--Public Rural-serving Small,1353,13,14.8,33956,37924,38,50.8,1425,,,4570,70,733,48,16.5,76,25.9,70,73.3,98,58.3,52,44.1,76,,,,,,,,,,,,,,,,,,59,33
Haywood Community College,Clyde,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,2290,17.2,14.8,29689,37924,27,43.5,1834,,,5739,90,3675,90,10.1,53,19.6,48,52.1,76,69.4,90,15.6,4,,,,,,,,,,,,,,,,,,59,11.1
High Point University,High Point,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,3999,18.3,21.4,92963,148420,63,98.8,4115,1087,61,9602,27,10066,34,57.6,73,61.8,63,12.6,3,75,49,66.9,71,,,,,,,,,,,,,,,,,,43,85.7
Isothermal Community College,Spindale,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,2390,14.9,14.8,45074,37924,63,44.5,2165,,,4580,70,775,50,2.7,8,7,3,51.2,74,51.5,23,23.3,20,,,,,,,,,,,,,,,,,,59,24.5
James Sprunt Community College,Kenansville,North Carolina,2-year,Public,Associates--Public Rural-serving Small,1291,20.9,14.8,28763,37924,24,54,1271,,,7290,98,,,7.8,40,13.6,23,65.5,93,53.7,32,55.4,90,,,,,,,,,,,,,,,,,,59,21.8
Laurel University,High Point,North Carolina,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,386,46.6,21.4,16562,148420,2,26.9,258,,,7400,18,3094,11,33.3,35,66.7,72,53.1,81,76.9,55,8.1,2,,,,,,,,,,,,,,,,,,43,21.1
Johnson C. Smith University,Charlotte,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,1387,16.2,21.4,142489,148420,86,95.4,1668,826,2,11808,38,,,31.7,32,44.3,29,69.4,91,56.1,11,59.9,60,,,,,,,,,,,,,,,,,,43,99.8
Johnston Community College,Smithfield,North Carolina,2-year,Public,Associates--Public Suburban-serving Single Campus,4235,13.9,14.8,34645,37924,39,51.6,3657,,,6609,95,1149,61,16.8,77,29,78,47.3,64,65.6,82,33,51,,,,,,,,,,,,,,,,,,59,24.6
Lees-McRae College,Banner Elk,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,890,24.7,21.4,65134,148420,37,99.2,813,,,16716,66,24342,59,29.6,28,38.4,19,49,75,59.9,15,49.5,46,,,,,,,,,,,,,,,,,,43,62.3
Lenoir Community College,Kinston,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,2813,12.5,14.8,61375,37924,86,47.7,2555,,,5075,83,1201,63,2.7,8,12,16,48.7,67,56.2,43,34.8,57,,,,,,,,,,,,,,,,,,59,19.9
Lenoir-Rhyne University,Hickory,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,1491,18.6,21.4,73119,148420,46,87.6,1507,976,22,18983,75,39732,72,39.8,45,48.8,38,45.1,67,62.3,19,52.9,51,,,,,,,,,,,,,,,,,,43,100
Livingstone College,Salisbury,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,1175,10.2,21.4,156199,148420,88,99.1,1134,723,0,19402,76,1610,5,11.2,5,20.4,5,83.4,97,53,8,93.1,93,,,,,,,,,,,,,,,,,,43,99.4
Louisburg College,Louisburg,North Carolina,2-year,Private not-for-profit,Associates--Private Not-for-profit,678,13.4,13.4,89587,89587,87,99.4,680,,,7887,84,18342,72,11.6,13,16,11,73.5,73,44.3,11,58.8,63,,,,,,,,,,,,,,,,,,1,91
Mars Hill College,Mars Hill,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,1426,16.3,21.4,86509,148420,57,92.5,1336,941,13,14369,53,27581,62,26,22,38.2,18,76.5,94,58.3,13,59.9,60,,,,,,,,,,,,,,,,,,43,74.3
Martin Community College,Williamston,North Carolina,2-year,Public,Associates--Public Rural-serving Small,799,15.6,14.8,56175,37924,81,47.8,498,,,3511,32,,,5.1,24,8,5,52.7,77,49.3,16,11.2,1,,,,,,,,,,,,,,,,,,59,38.4
Mayland Community College,Spruce Pine,North Carolina,2-year,Public,Associates--Public Rural-serving Small,1254,14.8,14.8,49266,37924,72,31.1,927,,,4732,74,1359,66,28.9,93,34.2,88,53,77,66.4,84,24.7,25,,,,,,,,,,,,,,,,,,59,19.7
McDowell Technical Community College,Marion,North Carolina,2-year,Public,Associates--Public Rural-serving Small,1152,21.9,14.8,31749,37924,33,38.2,1079,,,6469,94,269,27,19.1,82,27.4,74,51.4,74,48.3,13,33.6,53,,,,,,,,,,,,,,,,,,59,27.8
Meredith College,Raleigh,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,1571,22.5,21.4,72236,148420,45,94.8,1699,1040,44,15854,62,43193,74,50.3,63,62.4,65,35.2,45,72.5,43,54.3,52,,,,,,,,,,,,,,,,,,43,72.2
Methodist University,Fayetteville,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,2243,14.6,21.4,92664,148420,63,87.5,2046,961,18,16309,64,8641,28,18.4,11,42.6,26,39,54,54.5,10,65.1,68,,,,,,,,,,,,,,,,,,43,97.5
Miller-Motte Technical College at Wilmington,Wilmington,North Carolina,4-year,Private for-profit,Other health professions schools,2856,20.7,19.5,53214,58286,63,54.7,2395,,,4997,72,,,0,0,100,97,86.6,97,,,40,85,,,,,,,,,,,,,,,,,,12,20.1
Mitchell Community College,Statesville,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,3514,13.6,14.8,47277,37924,67,43.6,2458,,,4874,78,1026,58,8.7,47,18.8,45,45.2,59,54.3,34,27.7,34,,,,,,,,,,,,,,,,,,59,33.6
Montgomery Community College,Troy,North Carolina,2-year,Public,Associates--Public Rural-serving Small,884,18.6,14.8,21863,37924,11,34.4,675,,,4968,81,3723,90,21.2,86,33.3,87,43,53,48.3,13,43.6,74,,,,,,,,,,,,,,,,,,59,15.8
Montreat College,Montreat,North Carolina,4-year,Private not-for-profit,Masters Colleges and Universities--smaller programs,743,30.8,21.4,68549,148420,40,62.2,770,950,15,11266,35,13183,41,26,22,39,20,41.2,59,57.9,12,100,95,,,,,,,,,,,,,,,,,,43,74.9
Mount Olive College,Mount Olive,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,3414,29.8,21.4,34152,148420,8,40.6,3097,915,8,6848,16,9058,31,25.9,22,37.3,17,50.1,77,63.7,21,47.7,44,,,,,,,,,,,,,,,,,,43,29
Nash Community College,Rocky Mount,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,3279,12,14.8,34156,37924,38,46.8,2520,,,2258,4,1556,69,2.9,9,7.5,4,46.8,63,51.9,25,34.8,57,,,,,,,,,,,,,,,,,,59,23.7
North Carolina Agricultural and Technical State University,Greensboro,North Carolina,4-year,Public,Doctoral/Research Universities,8872,14.6,21.1,84313,74454,82,91.3,8578,902,9,7213,74,3808,46,16,33,42.9,41,58.8,92,79.8,68,69,62,2011,15.8,1.2,39.8,15.6,38.5,5.3,8.3,13.7,27.6,4.4,24.2,14.7,39.8,9.1,5.7,11.2,16,82
University of North Carolina at Asheville,Asheville,North Carolina,4-year,Public,Baccalaureate Colleges--Arts & Sciences,3736,20.9,21.1,73746,74454,73,83.8,3292,1190,89,6768,65,10246,78,37,79,59.5,76,31.9,29,80.3,70,79.6,83,2010,29.7,5.2,32.1,19.6,55,16.7,4,9.1,54.3,8,7.5,8.5,59.3,11.6,2,6,16,66.3
University of North Carolina at Chapel Hill,Chapel Hill,North Carolina,4-year,Public,Research Universities--very high research activity,18370,25.2,21.1,134675,74454,96,95.6,18306,1313,99,12622,97,80248,99,80.6,100,90,99,20.5,6,96.1,98,86,92,2010,75.5,1.5,17.3,2.6,88.7,2.9,1.8,1.5,83,5.3,2.1,2.4,84.8,6.2,0.4,1.8,16,78.5
University of North Carolina at Charlotte,Charlotte,North Carolina,4-year,Public,Doctoral/Research Universities,21503,21,21.1,52774,74454,38,85.1,19592,1066,64,5972,47,6424,65,25.6,60,53.9,67,40.5,58,80.4,71,70.9,68,2010,27.2,4.5,37.7,16.2,55.1,10.1,6.5,9,55.9,5.4,13.3,7.7,63.7,8.4,3.9,4.8,16,58
University of North Carolina at Greensboro,Greensboro,North Carolina,4-year,Public,Research Universities--high research activity,14753,20.7,21.1,59632,74454,53,84.5,13800,1029,51,7121,72,13884,85,29.7,68,55.4,70,44.3,70,73.9,50,80.5,85,2010,28.9,4.5,32,19.1,52.5,13.1,5.2,10.9,52.1,6.8,11.1,8.3,58.3,9.8,3.2,5.9,16,45.9
North Carolina Central University,Durham,North Carolina,4-year,Public,Masters Colleges and Universities--larger programs,6220,14.9,21.1,80522,74454,80,85.2,6321,859,4,8020,82,2872,37,15,29,39.7,33,63.5,95,73.2,47,72.1,70,2010,17.7,1.6,39.7,15.3,37.9,5.4,9.2,12.7,0,0,0,0,0,0,0,0,16,73.9
University of North Carolina School of the Arts,Winston-Salem,North Carolina,4-year,Public,Schools of art- music- and design,797,18.9,21.1,173513,74454,99,98,821,1105,76,8246,84,39618,96,57.4,94,59.8,77,31.3,27,84.8,83,73.3,73,2011,0,0,67.1,20.1,0,0,2,21.5,0,0,64.5,6.5,0,0,0,11.3,16,76.2
North Carolina State University,Raleigh,North Carolina,4-year,Public,Research Universities--very high research activity,24536,22.6,21.1,75285,74454,75,87.5,24073,1229,94,9025,90,25201,93,41.3,84,74,93,22.5,9,92.6,96,86.1,92,2011,40.7,3.1,39.8,9.6,72.4,8.5,4.1,5.5,68.9,4.8,8.5,5.4,73.8,7.5,2.5,2.8,16,68
North Carolina Wesleyan College,Rocky Mount,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,1602,26.7,21.4,52875,148420,23,76.9,1189,863,4,19289,76,8775,29,23,17,33.2,12,67.9,91,48.9,5,20.3,8,,,,,,,,,,,,,,,,,,43,56.4
University of North Carolina at Wilmington,Wilmington,North Carolina,4-year,Public,Masters Colleges and Universities--larger programs,12447,22.9,21.1,51425,74454,34,91.7,12218,1154,85,5993,48,5626,61,51.8,92,71,91,28.2,21,86.4,85,70,65,2010,45,6.2,27.8,13.2,66.9,13.5,2.8,6.7,67.9,5.8,5.5,5.7,71.3,8.3,1.8,4.6,16,57.2
Pamlico Community College,Grantsboro,North Carolina,2-year,Public,Associates--Public Rural-serving Small,597,14.3,14.8,22180,37924,11,33.7,430,,,5546,88,1180,62,66.7,100,66.7,100,32.3,26,52.1,25,31,46,,,,,,,,,,,,,,,,,,59,19.4
Peace College,Raleigh,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,1007,18.1,21.4,131006,148420,83,86.9,769,910,7,14597,55,50855,78,38,42,43.3,27,71.5,92,66.8,27,17.5,6,,,,,,,,,,,,,,,,,,43,79.8
University of North Carolina at Pembroke,Pembroke,North Carolina,4-year,Public,Masters Colleges and Universities--medium programs,5429,17.3,21.1,57497,74454,50,77.9,5048,926,13,5930,46,3278,40,15.4,31,32.7,21,53.5,87,67.6,29,74.8,75,2010,15.4,1.6,33.5,22.8,37.6,8.6,6.3,14.8,46.6,6.4,15.5,12.5,54.8,9.9,4.1,11.1,16,64.2
Pfeiffer University,Misenheimer,North Carolina,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,951,21,21.4,38249,148420,10,90,938,954,16,13564,49,10373,35,33.3,35,48.1,37,43.9,64,64.5,22,65.5,69,,,,,,,,,,,,,,,,,,43,100
Piedmont Baptist College and Graduate School,Winston Salem,North Carolina,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,197,23.8,21.4,38632,148420,10,75.6,222,878,5,7313,18,1240,5,22.5,16,37.5,17,39.4,56,58.1,13,53.1,51,,,,,,,,,,,,,,,,,,43,57.1
Piedmont Community College,Roxboro,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,1591,14,14.8,45868,37924,65,43.9,1346,,,4701,74,487,39,22.6,87,29,78,51.6,75,64,78,50.3,85,,,,,,,,,,,,,,,,,,59,19.3
Pitt Community College,Winterville,North Carolina,2-year,Public,Associates--Public Rural-serving Large,8902,15.3,14.8,29749,37924,27,52.5,7026,,,4770,75,162,14,4,15,12.7,20,51.8,75,68.3,87,47.8,82,,,,,,,,,,,,,,,,,,59,37.5
Queens University of Charlotte,Charlotte,North Carolina,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,1734,26.5,21.4,78684,148420,50,81.3,1726,1058,51,12897,44,42253,74,43.8,52,51.7,43,32.7,39,69.9,34,51.2,48,,,,,,,,,,,,,,,,,,43,69.9
Randolph Community College,Asheboro,North Carolina,2-year,Public,Associates--Public Suburban-serving Single Campus,3024,16.9,14.8,29855,37924,28,38.2,2528,,,3791,42,1737,72,5.4,27,15.1,29,51.7,75,67.7,86,29.9,41,,,,,,,,,,,,,,,,,,59,53.7
Richmond Community College,Hamlet,North Carolina,2-year,Public,Associates--Public Rural-serving Small,2664,12.8,14.8,43544,37924,60,41.7,2106,,,4331,62,,,7.6,39,16,33,67.1,94,60.5,63,53.1,88,,,,,,,,,,,,,,,,,,59,42.1
Mid-Atlantic Christian University,Elizabeth City,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,162,18.6,21.4,87841,148420,58,79.6,167,853,3,7443,18,16582,48,30,28,60,60,70,91,54.3,10,100,95,,,,,,,,,,,,,,,,,,43,50.9
Roanoke-Chowan Community College,Ahoskie,North Carolina,2-year,Public,Associates--Public Rural-serving Small,933,12,14.8,61254,37924,86,45.2,647,,,4450,66,,,25.5,90,37.7,92,67.3,94,49.2,16,27.3,33,,,,,,,,,,,,,,,,,,59,28.6
Robeson Community College,Lumberton,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,2260,13,14.8,87705,37924,96,38.8,2322,,,4216,58,750,49,14.5,70,21.6,55,70.6,96,41.9,4,33.4,52,,,,,,,,,,,,,,,,,,59,34.1
Rockingham Community College,Wentworth,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,1854,15.5,14.8,48137,37924,70,46.2,1557,,,4098,55,3647,89,6.9,35,14.8,28,46.9,63,51.3,22,26.9,32,,,,,,,,,,,,,,,,,,59,27.5
Rowan-Cabarrus Community College,Salisbury,North Carolina,2-year,Public,Associates--Public Suburban-serving Multicampus,6731,15.2,14.8,28561,37924,24,38.8,5749,,,2303,5,100,10,11.5,59,35.1,90,79.3,99,50.8,20,26.5,30,,,,,,,,,,,,,,,,,,59,25.4
St. Augustine's College,Raleigh,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,1299,14.9,21.4,121652,148420,80,97.4,1471,749,0,11215,34,11458,37,21.8,16,29.3,9,74.5,93,61.3,17,45.7,40,,,,,,,,,,,,,,,,,,43,99
Salem College,Winston Salem,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,979,16.1,21.4,97138,148420,66,84.5,965,1110,68,15368,58,50593,78,61.3,78,63.9,68,56.4,83,79.7,63,46.9,42,,,,,,,,,,,,,,,,,,43,62.3
Sampson Community College,Clinton,North Carolina,2-year,Public,Associates--Public Rural-serving Small,1538,17.1,14.8,48867,37924,71,47,876,,,3533,32,,,22.2,87,22.2,57,56.9,83,45.7,9,38.1,65,,,,,,,,,,,,,,,,,,59,42.6
Sandhills Community College,Pinehurst,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,4158,14.8,14.8,38458,37924,48,47.5,3434,,,4282,61,2404,81,4.3,18,11.2,14,45.1,59,48.8,14,27.4,33,,,,,,,,,,,,,,,,,,59,24.9
Shaw University,Raleigh,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,1923,16.5,21.4,103697,148420,71,92.8,1863,,,8538,22,4647,16,16.3,9,30.5,10,78.9,95,42.6,3,60.7,61,,,,,,,,,,,,,,,,,,43,71.2
St. Andrews Presbyterian College,Laurinburg,North Carolina,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,595,20.7,21.4,164513,148420,89,93.8,453,964,18,14045,52,18744,51,3.7,1,42.1,25,41.7,59,70.1,35,59.2,59,,,,,,,,,,,,,,,,,,43,87.4
Southeastern Community College (N.C.),Whiteville,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,1402,10.8,14.8,62714,37924,88,54.6,1424,,,5718,89,2191,80,5.1,24,9.6,9,59.4,87,48.3,13,51.1,86,,,,,,,,,,,,,,,,,,59,49.4
Southwestern Community College (N.C.),Sylva,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,2242,19.7,14.8,34587,37924,39,41.8,1926,,,4818,76,612,44,30.5,94,32.5,86,52.8,77,56.9,47,32.5,49,,,,,,,,,,,,,,,,,,59,20.8
Stanly Community College,Albemarle,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,2885,18.7,14.8,24874,37924,16,37.2,2307,,,4941,80,,,12.3,63,13,21,70.9,97,54.4,34,28.2,35,,,,,,,,,,,,,,,,,,59,27.8
Surry Community College,Dobson,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,3454,16.4,14.8,33394,37924,36,47.5,2686,,,4839,77,1679,70,9.5,50,24.3,65,42.3,50,63.6,76,22.3,17,,,,,,,,,,,,,,,,,,59,47
Alamance Community College,Graham,North Carolina,2-year,Public,Associates--Public Suburban-serving Multicampus,4161,16.4,14.8,27769,37924,22,45.1,3614,,,4978,81,2294,81,5.1,24,10.7,12,52.4,77,63.5,76,18.7,8,,,,,,,,,,,,,,,,,,59,26.2
Tri-County Community College,Murphy,North Carolina,2-year,Public,Associates--Public Rural-serving Small,1412,15,14.8,41999,37924,57,46.3,1135,,,2840,13,186,18,17.8,79,28,75,61.2,89,56.1,43,12.2,1,,,,,,,,,,,,,,,,,,59,19.1
Vance-Granville Community College,Henderson,North Carolina,2-year,Public,Associates--Public Rural-serving Medium,4008,13.8,14.8,41964,37924,57,27.1,3232,,,5576,88,1391,67,12.8,65,28.3,76,46,61,63.3,75,55.1,90,,,,,,,,,,,,,,,,,,59,20.3
